hs4,simple_average,year_x,Reporter_ISO_N,ReporterName_x,trade_value_total,year_y,ReporterCode,ReporterName_y,partner_name,partner_iso,tariff_revenue_estimate,trade_value_formatted,tariff_rate_formatted,tariff_revenue_formatted,category,category_code
1703,0.6625,2023,840,United States,16160513.0,2024,842,"USA,PR,USVI",Belize,BLZ,107063.398625,$16.2M,0.66%,$107.1K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,2181931.0,2024,842,"USA,PR,USVI",Canada,CAN,14455.292875,$2.2M,0.66%,$14.5K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,10977636.0,2024,842,"USA,PR,USVI",Colombia,COL,72726.8385,$11.0M,0.66%,$72.7K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,894901.0,2024,842,"USA,PR,USVI",Costa Rica,CRI,5928.719125,$894.9K,0.66%,$5.9K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,6668423.0,2024,842,"USA,PR,USVI",Dominican Rp,DOM,44178.302375,$6.7M,0.66%,$44.2K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,22285732.0,2024,842,"USA,PR,USVI",El Salvador,SLV,147642.97449999998,$22.3M,0.66%,$147.6K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,225183.0,2024,842,"USA,PR,USVI",France+Monac,FRA,1491.837375,$225.2K,0.66%,$1.5K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,34488324.0,2024,842,"USA,PR,USVI",Guatemala,GTM,228485.1465,$34.5M,0.66%,$228.5K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,34416850.0,2024,842,"USA,PR,USVI",Honduras,HND,228011.63125,$34.4M,0.66%,$228.0K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,19824.0,2024,842,"USA,PR,USVI",Iraq,IRQ,131.334,$19.8K,0.66%,$131,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,13932.0,2024,842,"USA,PR,USVI",Jamaica,JAM,92.2995,$13.9K,0.66%,$92,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,8411.0,2024,842,"USA,PR,USVI",Japan,JPN,55.722875,$8.4K,0.66%,$56,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,36232.0,2024,842,"USA,PR,USVI",Jordan,JOR,240.037,$36.2K,0.66%,$240,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,1371766.0,2024,842,"USA,PR,USVI",Lebanon,LBN,9087.94975,$1.4M,0.66%,$9.1K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,12410295.0,2024,842,"USA,PR,USVI",Mexico,MEX,82218.204375,$12.4M,0.66%,$82.2K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,1074801.0,2024,842,"USA,PR,USVI",Asia Othr.ns,OAS,7120.556625,$1.1M,0.66%,$7.1K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,208267.0,2024,842,"USA,PR,USVI",Mozambique,MOZ,1379.768875,$208.3K,0.66%,$1.4K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,36570692.0,2024,842,"USA,PR,USVI",Nicaragua,NIC,242280.8345,$36.6M,0.66%,$242.3K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,151582.0,2024,842,"USA,PR,USVI",Panama,PAN,1004.23075,$151.6K,0.66%,$1.0K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,514143.0,2024,842,"USA,PR,USVI",Paraguay,PRY,3406.1973749999997,$514.1K,0.66%,$3.4K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,7900944.0,2024,842,"USA,PR,USVI",Poland,POL,52343.754,$7.9M,0.66%,$52.3K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,668874.0,2024,842,"USA,PR,USVI",India,IND,4431.29025,$668.9K,0.66%,$4.4K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,2339.0,2024,842,"USA,PR,USVI",Viet Nam,VNM,15.495875,$2.3K,0.66%,$15,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,2884.0,2024,842,"USA,PR,USVI",South Africa,ZAF,19.1065,$2.9K,0.66%,$19,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,42602.0,2024,842,"USA,PR,USVI",Switz.Liecht,CHE,282.23825,$42.6K,0.66%,$282,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,106000.0,2024,842,"USA,PR,USVI",Thailand,THA,702.25,$106.0K,0.66%,$702,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,309975.0,2024,842,"USA,PR,USVI",Turkey,TUR,2053.584375,$310.0K,0.66%,$2.1K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,10219023.0,2024,842,"USA,PR,USVI",Egypt,EGY,67701.027375,$10.2M,0.66%,$67.7K,Sugars and sugar confectionery,17
1703,0.6625,2023,840,United States,29573.0,2024,842,"USA,PR,USVI",Untd.Kingdom,GBR,195.921125,$29.6K,0.66%,$196,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,3322083061.0,2024,842,"USA,PR,USVI",World,WLD,680694819.1988999,$3.3B,20.49%,$680.7M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,317179.0,2024,842,"USA,PR,USVI",Afghanistan,AFG,64989.97709999999,$317.2K,20.49%,$65.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,26195.0,2024,842,"USA,PR,USVI",Albania,ALB,5367.3555,$26.2K,20.49%,$5.4K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,4451.0,2024,842,"USA,PR,USVI",Azerbaijan,AZE,912.0098999999999,$4.5K,20.49%,$912,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,28484122.0,2024,842,"USA,PR,USVI",Argentina,ARG,5836396.5978,$28.5M,20.49%,$5.8M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,16318725.0,2024,842,"USA,PR,USVI",Australia,AUS,3343706.7524999995,$16.3M,20.49%,$3.3M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,401330.0,2024,842,"USA,PR,USVI",Austria,AUT,82232.51699999999,$401.3K,20.49%,$82.2K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,161400.0,2024,842,"USA,PR,USVI",Bangladesh,BGD,33070.85999999999,$161.4K,20.49%,$33.1K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,63937.0,2024,842,"USA,PR,USVI",Armenia,ARM,13100.691299999999,$63.9K,20.49%,$13.1K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,21924604.0,2024,842,"USA,PR,USVI",Belgium,BEL,4492351.359599999,$21.9M,20.49%,$4.5M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,21760.0,2024,842,"USA,PR,USVI",Bosnia Herzg,BIH,4458.624,$21.8K,20.49%,$4.5K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,66891100.99999999,2024,842,"USA,PR,USVI",Brazil,BRA,13705986.594899997,$66.9M,20.49%,$13.7M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1919266.0,2024,842,"USA,PR,USVI",Bulgaria,BGR,393257.60339999996,$1.9M,20.49%,$393.3K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,12956.0,2024,842,"USA,PR,USVI",Myanmar,MMR,2654.6843999999996,$13.0K,20.49%,$2.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,55630.0,2024,842,"USA,PR,USVI",Belarus,BLR,11398.586999999998,$55.6K,20.49%,$11.4K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1150593.0,2024,842,"USA,PR,USVI",Cambodia,KHM,235756.50569999998,$1.2M,20.49%,$235.8K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,630203046.0,2024,842,"USA,PR,USVI",Canada,CAN,129128604.12539998,$630.2M,20.49%,$129.1M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,3761.0,2024,842,"USA,PR,USVI",Sri Lanka,LKA,770.6288999999999,$3.8K,20.49%,$771,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,156733.0,2024,842,"USA,PR,USVI",Chile,CHL,32114.591699999997,$156.7K,20.49%,$32.1K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,165875463.0,2024,842,"USA,PR,USVI",China,CHN,33987882.3687,$165.9M,20.49%,$34.0M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,46334402.0,2024,842,"USA,PR,USVI",Colombia,COL,9493918.9698,$46.3M,20.49%,$9.5M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1397079.0,2024,842,"USA,PR,USVI",Costa Rica,CRI,286261.48709999997,$1.4M,20.49%,$286.3K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1785656.0,2024,842,"USA,PR,USVI",Croatia,HRV,365880.91439999995,$1.8M,20.49%,$365.9K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,557317.0,2024,842,"USA,PR,USVI",Czech Rep,CZE,114194.25329999998,$557.3K,20.49%,$114.2K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1475173.0,2024,842,"USA,PR,USVI",Denmark,DNK,302262.94769999996,$1.5M,20.49%,$302.3K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,668806.0,2024,842,"USA,PR,USVI",Dominican Rp,DOM,137038.34939999998,$668.8K,20.49%,$137.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,10903482.0,2024,842,"USA,PR,USVI",Ecuador,ECU,2234123.4617999997,$10.9M,20.49%,$2.2M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,4757789.0,2024,842,"USA,PR,USVI",El Salvador,SLV,974870.9660999998,$4.8M,20.49%,$974.9K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,78041.0,2024,842,"USA,PR,USVI",Fiji,FJI,15990.600899999998,$78.0K,20.49%,$16.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,3444802.0,2024,842,"USA,PR,USVI",Finland,FIN,705839.9297999999,$3.4M,20.49%,$705.8K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,36048560.0,2024,842,"USA,PR,USVI",France+Monac,FRA,7386349.943999999,$36.0M,20.49%,$7.4M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,14427.0,2024,842,"USA,PR,USVI",Georgia,GEO,2956.0923,$14.4K,20.49%,$3.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,257744217.0,2024,842,"USA,PR,USVI",Germany,DEU,52811790.06329999,$257.7M,20.49%,$52.8M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,91152.0,2024,842,"USA,PR,USVI",Ghana,GHA,18677.044799999996,$91.2K,20.49%,$18.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,8991071.0,2024,842,"USA,PR,USVI",Greece,GRC,1842270.4478999998,$9.0M,20.49%,$1.8M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,7095953.0,2024,842,"USA,PR,USVI",Guatemala,GTM,1453960.7696999998,$7.1M,20.49%,$1.5M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,10831.0,2024,842,"USA,PR,USVI",Guyana,GUY,2219.2718999999997,$10.8K,20.49%,$2.2K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,442568.0,2024,842,"USA,PR,USVI",Honduras,HND,90682.18319999998,$442.6K,20.49%,$90.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,2956054.0,2024,842,"USA,PR,USVI",Hong Kong,HKG,605695.4646,$3.0M,20.49%,$605.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,769343.0,2024,842,"USA,PR,USVI",Hungary,HUN,157638.38069999998,$769.3K,20.49%,$157.6K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,160486.0,2024,842,"USA,PR,USVI",Iceland,ISL,32883.581399999995,$160.5K,20.49%,$32.9K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,27262066.0,2024,842,"USA,PR,USVI",Indonesia,IDN,5585997.323399999,$27.3M,20.49%,$5.6M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,310375.0,2024,842,"USA,PR,USVI",Iraq,IRQ,63595.837499999994,$310.4K,20.49%,$63.6K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,6208900.0,2024,842,"USA,PR,USVI",Ireland,IRL,1272203.6099999999,$6.2M,20.49%,$1.3M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,6983955.0,2024,842,"USA,PR,USVI",Israel,ISR,1431012.3794999998,$7.0M,20.49%,$1.4M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,27848366.0,2024,842,"USA,PR,USVI",Italy,ITA,5706130.193399999,$27.8M,20.49%,$5.7M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,106315.0,2024,842,"USA,PR,USVI",Jamaica,JAM,21783.943499999998,$106.3K,20.49%,$21.8K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,24864970.0,2024,842,"USA,PR,USVI",Japan,JPN,5094832.352999999,$24.9M,20.49%,$5.1M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,16657.0,2024,842,"USA,PR,USVI",Kazakhstan,KAZ,3413.0192999999995,$16.7K,20.49%,$3.4K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1983800.0,2024,842,"USA,PR,USVI",Jordan,JOR,406480.61999999994,$2.0M,20.49%,$406.5K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,7753476.0,2024,842,"USA,PR,USVI",Korea Rep.,KOR,1588687.2323999999,$7.8M,20.49%,$1.6M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,2390084.0,2024,842,"USA,PR,USVI",Lebanon,LBN,489728.2115999999,$2.4M,20.49%,$489.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,158491.0,2024,842,"USA,PR,USVI",Latvia,LVA,32474.805899999996,$158.5K,20.49%,$32.5K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,53404.0,2024,842,"USA,PR,USVI",Lithuania,LTU,10942.479599999999,$53.4K,20.49%,$10.9K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,587256.0,2024,842,"USA,PR,USVI",Luxemberg,LUX,120328.75439999998,$587.3K,20.49%,$120.3K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,3253389.0,2024,842,"USA,PR,USVI",Malaysia,MYS,666619.4060999999,$3.3M,20.49%,$666.6K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1252498366.0,2024,842,"USA,PR,USVI",Mexico,MEX,256636915.19339997,$1.3B,20.49%,$256.6M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,40666860.0,2024,842,"USA,PR,USVI",Asia Othr.ns,OAS,8332639.613999999,$40.7M,20.49%,$8.3M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,194846.0,2024,842,"USA,PR,USVI",Rep.Moldova,MDA,39923.9454,$194.8K,20.49%,$39.9K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,4409429.0,2024,842,"USA,PR,USVI",Morocco,MAR,903492.0020999999,$4.4M,20.49%,$903.5K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,44157.0,2024,842,"USA,PR,USVI",Oman,OMN,9047.769299999998,$44.2K,20.49%,$9.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,104013.0,2024,842,"USA,PR,USVI",Nepal,NPL,21312.263699999996,$104.0K,20.49%,$21.3K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,29112946.0,2024,842,"USA,PR,USVI",Netherlands,NLD,5965242.635399999,$29.1M,20.49%,$6.0M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,9697128.0,2024,842,"USA,PR,USVI",New Zealand,NZL,1986941.5271999997,$9.7M,20.49%,$2.0M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,2661.0,2024,842,"USA,PR,USVI",Nicaragua,NIC,545.2389,$2.7K,20.49%,$545,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,22380.0,2024,842,"USA,PR,USVI",Nigeria,NGA,4585.661999999999,$22.4K,20.49%,$4.6K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,90055.0,2024,842,"USA,PR,USVI","Norway,Sb,JM",NOR,18452.2695,$90.1K,20.49%,$18.5K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,4532716.0,2024,842,"USA,PR,USVI",Pakistan,PAK,928753.5083999998,$4.5M,20.49%,$928.8K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,265801.0,2024,842,"USA,PR,USVI",Panama,PAN,54462.624899999995,$265.8K,20.49%,$54.5K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,71278.0,2024,842,"USA,PR,USVI",Paraguay,PRY,14604.862199999998,$71.3K,20.49%,$14.6K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,829914.0,2024,842,"USA,PR,USVI",Peru,PER,170049.37859999997,$829.9K,20.49%,$170.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1045273.9999999999,2024,842,"USA,PR,USVI",Philippines,PHL,214176.64259999993,$1.0M,20.49%,$214.2K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,8768264.0,2024,842,"USA,PR,USVI",Poland,POL,1796617.2935999997,$8.8M,20.49%,$1.8M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,530863.0,2024,842,"USA,PR,USVI",Portugal,PRT,108773.82869999998,$530.9K,20.49%,$108.8K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1754842.0,2024,842,"USA,PR,USVI",Romania,ROM,359567.1257999999,$1.8M,20.49%,$359.6K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1219998.0,2024,842,"USA,PR,USVI",Russian Fed,RUS,249977.59019999998,$1.2M,20.49%,$250.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,85172.0,2024,842,"USA,PR,USVI",San Marino,SMR,17451.742799999996,$85.2K,20.49%,$17.5K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,149395.0,2024,842,"USA,PR,USVI",Saudi Arabia,SAU,30611.035499999994,$149.4K,20.49%,$30.6K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,42697.0,2024,842,"USA,PR,USVI",Senegal,SEN,8748.6153,$42.7K,20.49%,$8.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,62916.0,2024,842,"USA,PR,USVI",Yugoslavia,SER,12891.488399999998,$62.9K,20.49%,$12.9K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,9418492.0,2024,842,"USA,PR,USVI",India,IND,1929849.0107999998,$9.4M,20.49%,$1.9M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,354787.0,2024,842,"USA,PR,USVI",Singapore,SGP,72695.85629999998,$354.8K,20.49%,$72.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,79658.0,2024,842,"USA,PR,USVI",Slovakia,SVK,16321.924199999998,$79.7K,20.49%,$16.3K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,10947091.0,2024,842,"USA,PR,USVI",Viet Nam,VNM,2243058.9458999997,$10.9M,20.49%,$2.2M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,547801.0,2024,842,"USA,PR,USVI",South Africa,ZAF,112244.42489999998,$547.8K,20.49%,$112.2K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,145448121.0,2024,842,"USA,PR,USVI",Spain,ESP,29802319.992899995,$145.4M,20.49%,$29.8M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,6834165.0,2024,842,"USA,PR,USVI",Sweden,SWE,1400320.4085,$6.8M,20.49%,$1.4M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,89360319.0,2024,842,"USA,PR,USVI",Switz.Liecht,CHE,18309929.363099996,$89.4M,20.49%,$18.3M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,145349.0,2024,842,"USA,PR,USVI",Syrian A.R.,SYR,29782.010099999996,$145.3K,20.49%,$29.8K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,53752432.0,2024,842,"USA,PR,USVI",Thailand,THA,11013873.316799998,$53.8M,20.49%,$11.0M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,1560457.0,2024,842,"USA,PR,USVI",Trinidad Tbg,TTO,319737.6393,$1.6M,20.49%,$319.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,411398.0,2024,842,"USA,PR,USVI",Untd Arab Em,ARE,84295.45019999999,$411.4K,20.49%,$84.3K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,3113822.0,2024,842,"USA,PR,USVI",Tunisia,TUN,638022.1277999999,$3.1M,20.49%,$638.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,193699991.0,2024,842,"USA,PR,USVI",Turkey,TUR,39689128.155899994,$193.7M,20.49%,$39.7M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,2346122.0,2024,842,"USA,PR,USVI",Ukraine,UKR,480720.3977999999,$2.3M,20.49%,$480.7K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,776676.0,2024,842,"USA,PR,USVI",TFYR Macedna,MKD,159140.91239999997,$776.7K,20.49%,$159.1K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,180800.0,2024,842,"USA,PR,USVI",Egypt,EGY,37045.92,$180.8K,20.49%,$37.0K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,17160798.0,2024,842,"USA,PR,USVI",Untd.Kingdom,GBR,3516247.5101999994,$17.2M,20.49%,$3.5M,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,12122.0,2024,842,"USA,PR,USVI",Uruguay,URY,2483.7978,$12.1K,20.49%,$2.5K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,55280.0,2024,842,"USA,PR,USVI",Uzbekistan,UZB,11326.871999999998,$55.3K,20.49%,$11.3K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,135500.0,2024,842,"USA,PR,USVI",Venezuela,VEN,27763.949999999997,$135.5K,20.49%,$27.8K,Sugars and sugar confectionery,17
1704,20.49,2023,840,United States,38944.0,2024,842,"USA,PR,USVI",Yemen,YEM,7979.6255999999985,$38.9K,20.49%,$8.0K,Sugars and sugar confectionery,17
1803,0.08,2023,840,United States,657710050.0,2024,842,"USA,PR,USVI",World,WLD,526168.04,$657.7M,0.08%,$526.2K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,469159.0,2024,842,"USA,PR,USVI",Belgium,BEL,375.3272,$469.2K,0.08%,$375,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,5140783.0,2024,842,"USA,PR,USVI",Brazil,BRA,4112.6264,$5.1M,0.08%,$4.1K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,51414530.0,2024,842,"USA,PR,USVI",Cameroon,CMR,41131.624,$51.4M,0.08%,$41.1K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,68039531.0,2024,842,"USA,PR,USVI",Canada,CAN,54431.624800000005,$68.0M,0.08%,$54.4K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,358234.0,2024,842,"USA,PR,USVI",Colombia,COL,286.5872,$358.2K,0.08%,$287,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,60036.0,2024,842,"USA,PR,USVI",Costa Rica,CRI,48.028800000000004,$60.0K,0.08%,$48,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,1502521.0,2024,842,"USA,PR,USVI",Dominican Rp,DOM,1202.0168,$1.5M,0.08%,$1.2K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,49897499.0,2024,842,"USA,PR,USVI",Ecuador,ECU,39917.9992,$49.9M,0.08%,$39.9K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,2036569.0,2024,842,"USA,PR,USVI",France+Monac,FRA,1629.2552,$2.0M,0.08%,$1.6K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,2043929.0,2024,842,"USA,PR,USVI",Germany,DEU,1635.1432,$2.0M,0.08%,$1.6K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,60406480.0,2024,842,"USA,PR,USVI",Ghana,GHA,48325.184,$60.4M,0.08%,$48.3K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,79703.0,2024,842,"USA,PR,USVI",Guatemala,GTM,63.7624,$79.7K,0.08%,$64,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,5464.0,2024,842,"USA,PR,USVI",Haiti,HTI,4.3712,$5.5K,0.08%,$4,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,3369441.0,2024,842,"USA,PR,USVI",Indonesia,IDN,2695.5528,$3.4M,0.08%,$2.7K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,1169158.0,2024,842,"USA,PR,USVI",Israel,ISR,935.3264,$1.2M,0.08%,$935,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,184041.0,2024,842,"USA,PR,USVI",Italy,ITA,147.2328,$184.0K,0.08%,$147,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,386552889.0,2024,842,"USA,PR,USVI",Cote Divoire,CIV,309242.3112,$386.6M,0.08%,$309.2K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,11060150.0,2024,842,"USA,PR,USVI",Malaysia,MYS,8848.12,$11.1M,0.08%,$8.8K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,310510.0,2024,842,"USA,PR,USVI",Mexico,MEX,248.40800000000002,$310.5K,0.08%,$248,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,160303.0,2024,842,"USA,PR,USVI",Netherlands,NLD,128.2424,$160.3K,0.08%,$128,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,3988530.0,2024,842,"USA,PR,USVI",Nigeria,NGA,3190.824,$4.0M,0.08%,$3.2K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,2766256.0,2024,842,"USA,PR,USVI",Peru,PER,2213.0048,$2.8M,0.08%,$2.2K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,2332.0,2024,842,"USA,PR,USVI",Portugal,PRT,1.8656000000000001,$2.3K,0.08%,$2,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,6265332.0,2024,842,"USA,PR,USVI",Spain,ESP,5012.265600000001,$6.3M,0.08%,$5.0K,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,412269.0,2024,842,"USA,PR,USVI",Switz.Liecht,CHE,329.8152,$412.3K,0.08%,$330,Cocoa and cocoa preparations,18
1803,0.08,2023,840,United States,14401.0,2024,842,"USA,PR,USVI",Thailand,THA,11.520800000000001,$14.4K,0.08%,$12,Cocoa and cocoa preparations,18
1805,0.16,2023,840,United States,449326904.0,2024,842,"USA,PR,USVI",World,WLD,718923.0464,$449.3M,0.16%,$718.9K,Cocoa and cocoa preparations,18
1805,0.16,2023,840,United States,116464.0,2024,842,"USA,PR,USVI",Belgium,BEL,186.3424,$116.5K,0.16%,$186,Cocoa and cocoa preparations,18
1805,0.16,2023,840,United States,12932056.0,2024,842,"USA,PR,USVI",Brazil,BRA,20691.2896,$12.9M,0.16%,$20.7K,Cocoa and cocoa preparations,18
1805,0.16,2023,840,United States,4002.0,2024,842,"USA,PR,USVI",Belarus,BLR,6.4032,$4.0K,0.16%,$6,Cocoa and cocoa preparations,18
